1,0.48650,0.486500,24.558631
2,0.72350,0.605000,48.834941
3,0.69600,0.635333,72.232066
4,0.70500,0.652750,96.471303
5,0.82050,0.686300,120.236459
6,0.83250,0.710667,143.990344
7,0.85850,0.731786,167.622383
8,0.54250,0.708125,192.040038
9,0.67350,0.704278,215.661890
10,0.76750,0.710600,239.400063
11,0.62750,0.703045,263.408765
12,0.66950,0.700250,286.770384
13,0.55100,0.688769,310.356674
14,0.71250,0.690464,334.364249
15,0.69300,0.690633,358.967196
16,0.02750,0.649187,382.541977
17,0.03000,0.612765,406.482272
18,0.05400,0.581722,430.718746
19,0.09300,0.556000,454.174631
20,0.10950,0.533675,477.582700
21,0.10400,0.513214,501.140123
22,0.08250,0.493636,524.696275
23,0.10750,0.476848,547.748301
24,0.15700,0.463521,570.769931
25,0.12250,0.449880,594.146760
26,0.11850,0.437135,617.315328
27,0.17250,0.427333,641.024410
28,0.22100,0.419964,664.036043
29,0.26800,0.414724,687.486071
30,0.24100,0.408933,710.601104
31,0.11650,0.399500,733.661415
32,0.08250,0.389594,757.161912
33,0.19700,0.383758,780.106333
34,0.12300,0.376088,802.938772
35,0.07100,0.367371,825.509923
36,0.06700,0.359028,848.514951
37,0.02250,0.349932,871.012215
38,0.05000,0.342039,893.609222
39,0.14700,0.337038,916.213921
40,0.08250,0.330675,939.247267
41,0.09350,0.324890,961.781423
42,0.10650,0.319690,984.437643
43,0.20250,0.316965,1007.419376
44,0.09600,0.311943,1029.923719
45,0.15450,0.308444,1052.477536
46,0.19950,0.306076,1075.097583
47,0.17900,0.303372,1098.057305
48,0.10650,0.299271,1120.647007
49,0.10350,0.295276,1143.179370
50,0.09300,0.291230,1166.131858
51,0.14050,0.288275,1188.764747
52,0.10050,0.284663,1211.253450
53,0.05450,0.280321,1233.869792
54,0.13250,0.277583,1257.203686
55,0.18200,0.275845,1279.752365
56,0.05600,0.271920,1302.331843
57,0.03750,0.267807,1325.307813
58,0.06000,0.264224,1347.836941
59,0.10050,0.261449,1370.413764
60,0.10100,0.258775,1392.902822
61,0.11400,0.256402,1415.863623
62,0.05950,0.253226,1438.487828
63,0.08950,0.250627,1461.227246
64,0.02700,0.247133,1484.561676
65,0.13450,0.245400,1507.587467
66,0.13650,0.243750,1530.580839
67,0.14400,0.242261,1553.536923
68,0.18150,0.241368,1577.172583
69,0.04950,0.238587,1600.518475
70,0.07300,0.236221,1623.104309
71,0.15900,0.235134,1645.627573
72,0.17900,0.234354,1668.608572
73,0.04450,0.231753,1691.136713
74,0.12300,0.230284,1713.664334
75,0.07600,0.228227,1736.737313
76,0.10950,0.226664,1759.248937
77,0.17400,0.225981,1781.777612
78,0.16300,0.225173,1804.355160
79,0.06100,0.223095,1827.292505
80,0.18100,0.222569,1850.201096
81,0.02100,0.220080,1872.740241
82,0.06900,0.218238,1895.676887
83,0.09400,0.216741,1918.288180
84,0.08250,0.215143,1940.821613
85,0.41050,0.217441,1963.383513
86,0.37150,0.219233,1986.351737
87,0.37800,0.221057,2008.945464
88,0.56650,0.224983,2031.529983
89,0.36800,0.226590,2054.538905
90,0.39500,0.228461,2077.090680
91,0.47250,0.231143,2099.652362
92,0.43150,0.233321,2122.182950
93,0.33600,0.234425,2145.185572
94,0.42400,0.236441,2167.784091
95,0.31800,0.237300,2190.448151
96,0.39850,0.238979,2213.450032
97,0.37850,0.240418,2236.108642
98,0.37950,0.241837,2258.666583
99,0.49500,0.244394,2281.321899
100,0.41650,0.246115,2304.339951
101,0.49750,0.246225,2326.897889
102,0.37500,0.242740,2350.224004
103,0.34200,0.239200,2374.109394
104,0.27550,0.234905,2397.616962
105,0.40300,0.230730,2421.097218
106,0.41350,0.226540,2444.761022
107,0.36800,0.221635,2468.558267
108,0.27350,0.218945,2492.020303
109,0.32100,0.215420,2515.593678
110,0.36350,0.211380,2538.962611
111,0.43850,0.209490,2562.042109
112,0.40750,0.206870,2584.719030
113,0.23950,0.203755,2607.478394
114,0.35400,0.200170,2630.529929
115,0.37200,0.196960,2653.134584
116,0.39200,0.200605,2675.874744
117,0.40600,0.204365,2698.548396
118,0.42450,0.208070,2721.613513
119,0.41250,0.211265,2744.229042
120,0.38950,0.214065,2766.896476
121,0.59500,0.218975,2789.914063
122,0.47150,0.222865,2812.600051
123,0.42950,0.226085,2835.259851
124,0.46250,0.229140,2857.985872
125,0.61400,0.234055,2881.037536
126,0.66900,0.239560,2903.707527
127,0.60900,0.243925,2926.282238
128,0.57050,0.247420,2949.370149
129,0.73050,0.252045,2971.995478
130,0.03550,0.249990,2994.609032
131,0.06350,0.249460,3017.231597
132,0.18350,0.250470,3040.577418
133,0.68800,0.255380,3063.332879
134,0.80700,0.262220,3085.895617
135,0.78750,0.269385,3108.489054
136,0.70550,0.275770,3131.552013
137,0.60400,0.281585,3154.191711
138,0.10550,0.282140,3176.721709
139,0.31100,0.283780,3200.139060
140,1.42250,0.297180,3222.815025
141,1.06700,0.306915,3245.345361
142,1.37750,0.319625,3267.958923
143,1.37600,0.331360,3290.987984
144,2.07600,0.351160,3313.657428
145,1.56850,0.365300,3336.301532
146,1.64600,0.379765,3359.354416
147,2.32150,0.401190,3381.944410
148,2.05000,0.420625,3404.620404
149,1.81000,0.437690,3427.204186
150,2.19800,0.458740,3450.195908
151,2.26900,0.480025,3473.716536
152,2.14200,0.500440,3496.978028
153,3.14500,0.531345,3525.024269
154,2.98450,0.559865,3548.798276
155,2.66450,0.584690,3572.244677
156,2.84850,0.612615,3595.427369
157,3.53750,0.647615,3618.992138
158,2.59050,0.672920,3642.150120
159,2.53550,0.697270,3665.960072
160,2.36050,0.719865,3689.773178
161,2.20650,0.740790,3713.276548
162,2.87800,0.768975,3736.517548
163,3.64100,0.804490,3759.664854
164,2.95350,0.833755,3783.529316
165,2.11850,0.853595,3806.969253
166,2.49250,0.877155,3830.342665
167,2.94400,0.905155,3853.812732
168,1.99050,0.923245,3877.829965
169,2.12950,0.944045,3901.352787
170,1.75600,0.960875,3924.925390
171,1.73400,0.976625,3948.908081
172,1.94350,0.994270,3972.512313
173,2.15250,1.015350,3996.340955
174,2.31050,1.037225,4019.688949
175,1.97200,1.056185,4043.396507
176,1.39150,1.069005,4066.673977
177,2.48300,1.092095,4090.063161
178,2.06700,1.111135,4113.836151
179,2.01550,1.130680,4137.202777
180,1.93850,1.148255,4160.643289
181,1.36500,1.161695,4183.985232
182,1.71100,1.178115,4207.755114
183,1.48600,1.192035,4230.927002
184,1.15050,1.202715,4254.741664
185,1.07150,1.209325,4278.573844
186,0.76100,1.213220,4301.865112
187,0.31250,1.212565,4325.120752
188,0.22600,1.209160,4348.420179
189,0.49250,1.210405,4372.343365
190,0.74200,1.213875,4395.618559
191,0.14150,1.210565,4418.855966
192,0.11850,1.207435,4442.650707
193,0.40600,1.208135,4466.076409
194,0.98100,1.213705,4489.615677
195,0.41350,1.214660,4513.414736
196,0.32900,1.213965,4537.180222
197,0.25500,1.212730,4560.706049
198,0.54150,1.214350,4584.133243
199,0.94900,1.218890,4607.716096
200,1.23800,1.227105,4631.652476
201,1.50050,1.237135,4655.084697
202,1.05600,1.243945,4678.447435
203,1.41750,1.254700,4702.293308
204,1.76750,1.269620,4725.582411
205,2.07250,1.286315,4748.992269
206,1.87650,1.300945,4771.777239
207,1.53950,1.312660,4794.893537
208,1.65050,1.326430,4817.527665
209,2.45050,1.347725,4840.214405
210,2.09900,1.365080,4863.647014
211,2.04200,1.381115,4886.280547
212,2.10650,1.398105,4908.948104
213,2.18600,1.417570,4931.596735
214,2.67300,1.440760,4954.809639
215,3.11900,1.468230,4977.495290
216,2.49600,1.489270,5000.114763
217,2.86650,1.513875,5023.114301
218,2.90250,1.538655,5045.798244
219,3.07500,1.565280,5068.467576
220,4.23850,1.603770,5091.122408
221,2.60500,1.623870,5114.176155
222,2.25750,1.641730,5136.874632
223,2.54200,1.662855,5159.526884
224,2.76600,1.685890,5182.615658
225,2.07400,1.700490,5205.269098
226,2.79350,1.721735,5227.966846
227,2.53650,1.741010,5250.737204
228,2.09250,1.756230,5273.908814
229,2.08350,1.769760,5296.497517
230,2.80850,1.797490,5319.282285
231,2.41800,1.821035,5341.971385
232,2.87550,1.847955,5365.020627
233,2.80700,1.869145,5387.643816
234,1.94100,1.880485,5410.442240
235,3.10100,1.903620,5433.562932
236,1.63200,1.912885,5456.584842
237,2.45100,1.931355,5479.250280
238,1.99400,1.950240,5502.017145
239,1.84300,1.965560,5525.173573
240,1.64650,1.967800,5547.892277
241,2.39250,1.981055,5570.529579
242,2.32950,1.990575,5593.575245
243,2.06300,1.997445,5616.280879
244,1.98200,1.996505,5638.949656
245,1.88450,1.999665,5661.621742
246,1.90250,2.002230,5684.728459
247,2.06600,1.999675,5707.416162
248,1.79700,1.997145,5730.071260
249,1.59250,1.994970,5753.187854
250,1.54600,1.988450,5775.931225
251,1.10050,1.976765,5798.589074
252,1.11200,1.966465,5821.279228
253,1.04300,1.945445,5844.281010
254,1.09250,1.926525,5866.955574
255,0.93650,1.909245,5889.860866
256,1.01700,1.890930,5913.054052
257,1.06650,1.866220,5935.755104
258,1.01450,1.850460,5959.307963
259,0.70750,1.832180,5983.620075
260,0.83550,1.816930,6006.949232
261,0.99000,1.804765,6030.163828
262,0.81650,1.784150,6054.432224
263,0.80600,1.755800,6078.103686
264,1.19150,1.738180,6101.921240
265,0.96750,1.726670,6124.913190
266,0.87550,1.710500,6147.605334
267,0.87550,1.689815,6170.867254
268,0.95550,1.679465,6193.716029
269,1.02700,1.668440,6216.536195
270,0.95900,1.660470,6239.210367
271,1.15800,1.654710,6262.436214
272,1.41500,1.649425,6285.184058
273,1.26600,1.640560,6307.910232
274,0.64550,1.623910,6331.090024
275,0.98350,1.614025,6353.892692
276,1.03350,1.610445,6376.623331
277,1.07800,1.596395,6399.333154
278,1.20250,1.587750,6422.407295
279,1.19500,1.579545,6445.324869
280,0.85650,1.568725,6468.005066
281,1.13400,1.566415,6491.236790
282,0.86800,1.557985,6513.887860
283,1.16000,1.554725,6536.748761
284,0.62650,1.549485,6559.411257
285,0.62650,1.545035,6582.875610
286,1.44150,1.551840,6605.580330
287,1.37650,1.562480,6628.939082
288,0.75200,1.567740,6652.793195
289,1.13700,1.574185,6676.612817
290,1.63900,1.583155,6703.261118
291,1.66050,1.598345,6728.035258
292,1.12550,1.608415,6752.273221
293,1.22100,1.616565,6775.555653
294,1.42500,1.621005,6798.783817
295,1.29200,1.629790,6822.033858
296,1.09200,1.637420,6845.784474
297,1.12450,1.646115,6869.094809
298,0.63400,1.647040,6892.535961
299,0.64600,1.644010,6916.610541
300,0.47750,1.636405,6939.830787
301,0.77900,1.629190,6963.011309
302,0.74350,1.626065,6986.582960
303,0.61400,1.618030,7010.425775
304,0.35100,1.603865,7033.842233
305,0.26450,1.585785,7057.202766
306,0.30600,1.570080,7081.226501
307,0.62150,1.560900,7104.658456
308,0.69250,1.551320,7128.276047
309,0.47450,1.531560,7151.741137
310,0.69650,1.517535,7176.379239
311,0.84450,1.505560,7200.007276
312,1.18050,1.496300,7223.687983
313,1.02150,1.484655,7247.744704
314,1.32200,1.471145,7271.781145
315,1.29850,1.452940,7295.374411
316,1.32050,1.441185,7319.017248
317,1.33400,1.425860,7343.112973
318,1.36800,1.410515,7366.692359
319,1.34950,1.393260,7390.352140
320,1.31450,1.364020,7414.421781
321,1.17800,1.349750,7438.051430
322,1.49550,1.342130,7461.733020
323,1.07350,1.327445,7485.393097
324,1.44100,1.314195,7509.672276
325,1.63300,1.309785,7533.354915
326,1.15550,1.293405,7557.128770
327,0.90100,1.277050,7580.749417
328,1.02250,1.266350,7605.021033
329,1.00600,1.255575,7628.478055
330,1.21550,1.239645,7651.966898
331,1.05050,1.225970,7675.925152
332,1.32800,1.210495,7699.514522
333,0.69050,1.189330,7722.727194
334,0.99850,1.179905,7745.955385
335,0.93750,1.158270,7769.233293
336,0.75250,1.149475,7792.139290
337,0.73450,1.132310,7814.931538
338,0.95600,1.121930,7838.314054
339,0.77800,1.111280,7861.473446
340,1.15200,1.106335,7884.347496
341,1.08150,1.093225,7907.204262
342,1.16650,1.081595,7930.425149
343,0.89900,1.069955,7953.232715
344,0.86700,1.058805,7976.205609
345,0.84600,1.048420,7999.452494
346,0.67750,1.036170,8022.387777
347,1.11500,1.026660,8045.174935
348,0.79350,1.016625,8068.052359
349,1.06350,1.011335,8091.283981
350,1.19850,1.007860,8114.127677
351,0.90250,1.005880,8136.934112
352,1.14950,1.006255,8160.164286
353,1.30900,1.008915,8183.083119
354,1.23800,1.010370,8206.118765
355,1.45350,1.015540,8228.928331
356,1.56250,1.020995,8252.369318
357,1.57050,1.026035,8275.129817
358,1.17600,1.027650,8297.954981
359,0.96300,1.030205,8320.951149
360,0.89350,1.030785,8344.328479
361,1.39750,1.034860,8367.178751
362,1.31850,1.039880,8390.029169
363,1.23100,1.044130,8413.411623
364,0.84750,1.040690,8436.290285
365,1.03100,1.041325,8459.565997
366,0.88900,1.041460,8482.458363
367,0.94800,1.042185,8505.731877
368,1.13500,1.043980,8528.552369
369,1.09900,1.044700,8551.525339
370,1.28500,1.047960,8574.862179
371,0.99850,1.046365,8597.773399
372,0.93000,1.041515,8620.573448
373,0.88200,1.037675,8643.498969
374,0.99600,1.041180,8666.886332
375,1.08350,1.042180,8689.800345
376,1.26250,1.044470,8712.784836
377,1.11250,1.044815,8736.211898
378,0.99800,1.042770,8759.084726
379,0.92450,1.040065,8781.979760
380,0.94700,1.040970,8804.978725
381,0.97200,1.039350,8828.356761
382,1.02650,1.040935,8851.263057
383,1.11800,1.040515,8874.153452
384,0.81850,1.042435,8897.436625
385,1.04900,1.046660,8920.344844
386,1.31250,1.045370,8943.287604
387,1.22100,1.043815,8966.161119
388,1.27150,1.049010,8989.500808
389,1.36800,1.051320,9012.521286
390,1.07200,1.045650,9035.492763
391,1.41150,1.043160,9058.672865
392,1.04650,1.042370,9081.953732
393,1.33100,1.043470,9104.875679
394,1.54900,1.044710,9127.848574
395,1.51250,1.046915,9151.267766
396,1.70600,1.053055,9174.246229
397,2.18600,1.063670,9197.337518
398,1.93500,1.076680,9220.329800
399,1.61150,1.086335,9243.649678
400,1.53550,1.096915,9266.590244
401,0.93450,1.098470,9289.614601
402,1.42450,1.105280,9313.096305
403,2.12400,1.120380,9336.040483
404,1.44600,1.131330,9359.082730
405,1.37850,1.142470,9382.152158
406,1.14650,1.150875,9405.583596
407,1.66500,1.161310,9428.594982
408,1.28750,1.167260,9451.507161
409,1.25050,1.175020,9474.974127
410,1.71650,1.185220,9497.943558
411,1.92300,1.196005,9520.963413
412,1.52350,1.199435,9544.178930
413,1.40950,1.203315,9567.676081
414,1.69950,1.207090,9590.991760
415,1.65500,1.210655,9614.501089
416,1.34300,1.210880,9638.414184
417,1.84300,1.215970,9664.006910
418,1.33250,1.215615,9690.476144
419,1.14050,1.213525,9714.118992
420,1.39550,1.214335,9737.973016
421,1.48850,1.217440,9761.321317
422,1.20150,1.214500,9784.947870
423,1.37650,1.217530,9808.362991
424,1.63050,1.219425,9832.384292
425,1.49450,1.218040,9856.050112
426,1.44250,1.220910,9879.900783
427,1.14950,1.223395,9903.704688
428,1.42700,1.227440,9926.932535
429,0.86500,1.226030,9950.483209
430,1.16200,1.225495,9974.175957
431,0.94800,1.224470,9997.997470
432,1.07150,1.221905,10021.795881
433,0.84100,1.223410,10045.420751
434,0.24550,1.215880,10069.395749
435,0.27350,1.209240,10093.117110
436,0.33900,1.205105,10117.006080
437,0.54350,1.203195,10141.089710
438,0.92500,1.202885,10165.938287
439,0.86000,1.203705,10189.290742
440,1.01900,1.202375,10212.550535
441,0.99850,1.201545,10236.031994
442,1.11450,1.201025,10259.809901
443,1.39850,1.206020,10283.829727
444,1.59400,1.213290,10307.474584
445,0.90300,1.213860,10331.589714
446,1.16550,1.218740,10355.406696
447,1.18900,1.219480,10379.112386
448,0.89700,1.220515,10403.347548
449,0.81800,1.218060,10427.289909
450,0.56850,1.211760,10451.131434
451,0.72350,1.209970,10474.823295
452,0.66850,1.205160,10499.067913
453,0.61350,1.198205,10522.951895
454,0.43100,1.190135,10546.635373
455,0.61900,1.181790,10570.297511
456,0.31250,1.169290,10594.418873
457,0.34250,1.157010,10618.183336
458,0.29700,1.148220,10641.348113
459,0.33550,1.141945,10664.799840
460,0.49550,1.137965,10687.856707
461,0.42850,1.128275,10710.897693
462,0.58950,1.120985,10734.014698
463,0.46450,1.113320,10757.586453
464,0.27150,1.107560,10780.603474
465,0.35800,1.100830,10803.759497
